tecnologia,mcc,net,operador,lac,cellid,latitud,longitud,cobertura,fecha,id
UMTS,736,1,Viva,1210,13263388,-17.391662,-66.158485,1000,2017-05-14 18:20:59+00:00,150895
UMTS,736,1,Viva,1210,13260318,-17.384688,-66.151583,1000,2017-09-20 02:40:46+00:00,150894
UMTS,736,1,Viva,1210,13260319,-17.385481,-66.154947,1000,2017-05-06 15:38:44+00:00,150893
UMTS,736,1,Viva,1210,13258999,-17.379332,-66.172868,4369,2017-08-27 05:10:27+00:00,150892
UMTS,736,1,Viva,1210,13259789,-17.384524,-66.148368,2578,2017-09-13 20:32:45+00:00,150891
UMTS,736,1,Viva,1210,13259158,-17.382549,-66.148027,2339,2017-09-20 02:43:11+00:00,150890
UMTS,736,1,Viva,1210,13258717,-17.385177612305,-66.157608032227,1000,2016-01-19 17:32:03+00:00,150889
UMTS,736,1,Viva,1210,13258379,-17.380398,-66.170018,1000,2017-09-20 23:10:44+00:00,150888
UMTS,736,1,Viva,1210,20561,-17.382431030273,-66.169967651367,1000,2015-11-07 11:10:03+00:00,150887
UMTS,736,1,Viva,1210,20101,-17.382431030273,-66.16584777832,1000,2015-11-08 19:17:25+00:00,150886
UMTS,736,1,Viva,1210,13258719,-17.386867,-66.159703,4770,2017-05-14 14:25:21+00:00,150885
UMTS,736,1,Viva,1210,13264153,-17.378615,-66.142489,1000,2017-09-27 00:34:34+00:00,150884
UMTS,736,1,Viva,1210,13264753,-17.387924194336,-66.164474487305,1000,2016-03-27 19:26:02+00:00,150883
UMTS,736,1,Viva,1210,13264754,-17.387319,-66.154571,1101,2017-09-21 18:42:21+00:00,150882
UMTS,736,1,Viva,1210,13264404,-17.376937866211,-66.139755249023,1000,2016-10-19 15:59:49+00:00,150881
UMTS,736,1,Viva,1210,13263988,-17.392044067383,-66.147994995117,1000,2016-10-16 12:54:45+00:00,150880
UMTS,736,1,Viva,1210,13263985,-17.392805,-66.15135,1000,2017-05-03 22:14:34+00:00,150879
UMTS,736,1,Viva,1210,13263565,-17.387924194336,-66.152114868164,1000,2015-08-31 08:12:01+00:00,150878
UMTS,736,1,Viva,1210,13263484,-17.390670776367,-66.139755249023,1000,2015-12-01 16:34:30+00:00,150877
UMTS,736,1,Viva,1210,13263829,-17.387924194336,-66.154861450195,1000,2016-10-22 16:03:14+00:00,150876
UMTS,736,1,Viva,1210,13263937,-17.382431030273,-66.156234741211,1000,2016-02-29 11:56:19+00:00,150875
UMTS,736,1,Viva,1210,13263934,-17.387924194336,-66.157608032227,1000,2016-10-22 16:03:14+00:00,150874
UMTS,736,1,Viva,1210,13259380,-17.392044067383,-66.156234741211,1000,2015-12-19 13:17:30+00:00,150873
UMTS,736,1,Viva,1210,13259377,-17.392927,-66.153662,1000,2017-05-12 16:27:41+00:00,150872
UMTS,736,1,Viva,1210,13258967,-17.390475,-66.163881,4953,2017-09-21 20:40:33+00:00,150871
UMTS,736,1,Viva,1210,13259777,-17.39276,-66.160347,1000,2017-05-03 16:27:17+00:00,150870
UMTS,736,1,Viva,1210,13258988,-17.390317,-66.153235,1875,2017-09-28 14:20:29+00:00,150869
UMTS,736,1,Viva,1210,13258989,-17.39061,-66.148575,2738,2017-09-27 21:56:16+00:00,150868
UMTS,736,1,Viva,1210,13258567,-17.38655090332,-66.152114868164,1000,2016-10-22 17:02:25+00:00,150867
UMTS,736,1,Viva,1210,13258399,-17.381057739258,-66.156234741211,1000,2016-03-08 13:36:25+00:00,150866
UMTS,736,1,Viva,1210,13258828,-17.391554,-66.153815,1000,2017-09-14 01:00:26+00:00,150865
UMTS,736,1,Viva,1210,13258378,-17.388609,-66.172374,3045,2017-09-20 23:09:05+00:00,150864
UMTS,736,1,Viva,1210,13264527,-17.394825,-66.150598,1000,2016-02-22 16:47:40+00:00,150863
UMTS,736,1,Viva,1210,13264785,-17.385178,-66.144562,1000,2016-09-28 08:26:29+00:00,150862
UMTS,736,1,Viva,1210,13264464,-17.378268,-66.151733,1000,2017-09-27 11:11:47+00:00,150861
UMTS,736,1,Viva,1210,13263823,-17.387947,-66.152165,1000,2017-09-22 22:23:33+00:00,150860
UMTS,736,1,Viva,1210,13263399,-17.382431030273,-66.157608032227,1000,2016-02-29 11:56:19+00:00,150859
UMTS,736,1,Viva,1210,13258998,-17.384782,-66.166988,1000,2017-05-03 21:31:23+00:00,150858
UMTS,736,1,Viva,1210,13259999,-17.390670776367,-66.139755249023,1000,2015-09-01 22:08:41+00:00,150857
UMTS,736,1,Viva,1210,13258398,-17.38014,-66.152722,1261,2017-09-23 13:46:30+00:00,150856
UMTS,736,1,Viva,1210,13258349,-17.39355,-66.153732,1000,2017-09-21 13:21:38+00:00,150855
UMTS,736,1,Viva,1210,20442,-17.385177612305,-66.164474487305,1000,2015-10-22 05:05:13+00:00,150854
UMTS,736,1,Viva,1210,13258528,-17.37749,-66.156877,1000,2017-09-27 18:59:13+00:00,150853
UMTS,736,1,Viva,1210,20661,-17.379684448242,-66.156234741211,1000,2015-09-10 10:07:50+00:00,150852
UMTS,736,1,Viva,201,20551,-17.392044067383,-66.150741577148,1000,2015-12-10 16:18:38+00:00,150851
UMTS,736,3,Tigo,17800,5296959,-17.385177612305,-66.149368286133,1000,2016-06-29 12:42:11+00:00,150850
UMTS,736,3,Tigo,17800,5287031,-17.380179,-66.147981,1000,2017-09-20 05:12:27+00:00,150849
UMTS,736,3,Tigo,17800,20493316,-17.379684448242,-66.145248413086,1000,2015-11-01 13:21:53+00:00,150848
UMTS,736,3,Tigo,17800,5306914,-17.392051,-66.147948,1000,2017-09-22 20:58:53+00:00,150847
UMTS,736,3,Tigo,17800,5296977,-17.382431030273,-66.174087524414,1000,2016-03-03 10:28:03+00:00,150846
UMTS,736,3,Tigo,17800,5281959,-17.388611,-66.151428,1000,2016-08-16 21:22:26+00:00,150845
UMTS,736,3,Tigo,17800,5281133,-17.376695,-66.166136,1000,2017-09-20 05:13:30+00:00,150844
UMTS,736,3,Tigo,17800,5281045,-17.376524,-66.150625,1000,2017-05-14 01:36:41+00:00,150843
UMTS,736,3,Tigo,17800,5261088,-17.386468,-66.170264,1000,2017-09-27 21:42:32+00:00,150842
UMTS,736,3,Tigo,17800,5296914,-17.391588,-66.146429,1000,2017-09-22 21:34:16+00:00,150841
UMTS,736,3,Tigo,17800,5306910,-17.386751,-66.174321,1953,2017-05-12 20:12:57+00:00,150840
UMTS,736,3,Tigo,17800,5286993,-17.394588,-66.149391,1000,2017-09-18 16:42:43+00:00,150839
UMTS,736,3,Tigo,17800,5282090,-17.389364,-66.15112,1000,2017-09-20 05:13:08+00:00,150838
UMTS,736,3,Tigo,17800,5271031,-17.381318,-66.148323,1000,2017-09-17 03:25:05+00:00,150837
UMTS,736,3,Tigo,17800,5271883,-17.393175,-66.157902,1000,2017-09-28 16:21:18+00:00,150836
UMTS,736,3,Tigo,17800,5271090,-17.39109,-66.151843,1000,2017-09-27 14:47:43+00:00,150835
UMTS,736,3,Tigo,17800,5261092,-17.394790649414,-66.158981323242,1000,2014-10-27 19:45:49+00:00,150834
UMTS,736,3,Tigo,17800,5287001,-17.393523,-66.142693,1000,2017-05-03 20:46:36+00:00,150833
UMTS,736,3,Tigo,17800,5307001,-17.390772,-66.14058,3655,2017-05-13 22:39:26+00:00,150832
UMTS,736,3,Tigo,17800,20493318,-17.385177612305,-66.150741577148,1000,2015-10-02 09:37:41+00:00,150831
UMTS,736,3,Tigo,17800,5281079,-17.392044,-66.142502,1000,2017-04-07 21:35:50+00:00,150830
UMTS,736,3,Tigo,17800,5281947,-17.383289,-66.156689,1727,2017-05-08 22:52:44+00:00,150829
UMTS,736,3,Tigo,17800,5286914,-17.387924194336,-66.146621704102,1000,2016-05-30 17:54:22+00:00,150828
UMTS,736,3,Tigo,17800,5286958,-17.390671,-66.151657,1000,2016-10-12 19:05:40+00:00,150827
UMTS,736,3,Tigo,17800,5271977,-17.380012,-66.171827,1216,2017-09-27 00:52:27+00:00,150826
UMTS,736,3,Tigo,17800,5270907,-17.386113,-66.167277,1000,2017-05-13 23:15:30+00:00,150825
UMTS,736,3,Tigo,17800,5261914,-17.389958,-66.148819,1000,2017-09-20 05:12:22+00:00,150824
UMTS,736,3,Tigo,17800,5281130,-17.391715,-66.169935,1000,2017-09-28 21:38:10+00:00,150823
UMTS,736,3,Tigo,17800,5282092,-17.395248,-66.15783,1000,2017-09-20 05:13:00+00:00,150822
UMTS,736,3,Tigo,17800,5272090,-17.391275,-66.150775,1000,2017-09-19 16:55:39+00:00,150821
UMTS,736,3,Tigo,17800,5261885,-17.395089,-66.146862,1000,2017-09-18 16:29:10+00:00,150820
UMTS,736,3,Tigo,17800,5261162,-17.395145,-66.151552,2601,2017-05-07 02:21:39+00:00,150819
UMTS,736,3,Tigo,17800,5261001,-17.392415,-66.142566,1000,2017-05-12 22:39:37+00:00,150818
UMTS,736,3,Tigo,17800,5280914,-17.3919,-66.14801,1000,2017-09-22 21:41:01+00:00,150817
UMTS,736,3,Tigo,17800,5271133,-17.377448,-66.159834,3124,2017-05-12 14:35:15+00:00,150816
UMTS,736,3,Tigo,17800,5270888,-17.37982,-66.156067,1000,2017-09-22 05:55:11+00:00,150815
UMTS,736,3,Tigo,17800,5286883,-17.390598,-66.163482,6997,2017-05-08 18:56:07+00:00,150814
UMTS,736,3,Tigo,17800,5286932,-17.382431030273,-66.146621704102,1000,2014-12-12 19:41:47+00:00,150813
UMTS,736,3,Tigo,17800,5271079,-17.394192,-66.137564,1000,2017-09-12 06:29:30+00:00,150812
UMTS,736,3,Tigo,17800,5271076,-17.383804321289,-66.160354614258,1000,2016-11-12 06:52:06+00:00,150811
UMTS,736,3,Tigo,17800,5270908,-17.378674,-66.143565,1012,2017-09-18 13:22:47+00:00,150810
UMTS,736,3,Tigo,17800,5261883,-17.392044067383,-66.158981323242,1000,2016-11-14 05:46:59+00:00,150809
UMTS,736,3,Tigo,17800,5260973,-17.381589,-66.15349,1753,2017-05-11 12:55:31+00:00,150808
UMTS,736,3,Tigo,17800,5260993,-17.392044067383,-66.152114868164,1000,2016-06-14 19:36:05+00:00,150807
UMTS,736,3,Tigo,17800,5260958,-17.392044067383,-66.15348815918,1000,2016-10-12 19:05:40+00:00,150806
UMTS,736,3,Tigo,17461,50594049,-17.385177612305,-66.154861450195,1000,2015-08-26 07:02:24+00:00,150805
UMTS,736,2,Entel,43401,13796693,-17.376937866211,-66.15348815918,1000,2016-05-26 19:37:58+00:00,150804
UMTS,736,2,Entel,43401,13796557,-17.379684448242,-66.160354614258,1000,2016-08-17 22:34:12+00:00,150803
UMTS,736,2,Entel,43401,13796308,-17.394790649414,-66.15348815918,1000,2016-01-12 14:27:10+00:00,150802
UMTS,736,2,Entel,43401,13796385,-17.388902,-66.145075,1000,2017-05-07 18:17:47+00:00,150801
UMTS,736,2,Entel,43401,13796301,-17.393417358398,-66.15348815918,1000,2017-04-07 16:48:11+00:00,150800
UMTS,736,2,Entel,43401,13796384,-17.384116,-66.143657,1000,2017-05-07 18:16:49+00:00,150799
UMTS,736,2,Entel,43401,13796316,-17.382387,-66.151547,1627,2017-09-20 05:04:09+00:00,150798
UMTS,736,2,Entel,43401,13796256,-17.387924194336,-66.156234741211,1000,2015-06-24 20:07:09+00:00,150797
UMTS,736,2,Entel,43401,13796545,-17.393417,-66.164474,1000,2016-03-31 10:25:14+00:00,150796
UMTS,736,2,Entel,43401,13795962,-17.376937866211,-66.160354614258,1000,2015-09-22 13:06:20+00:00,150795
UMTS,736,2,Entel,43401,13795954,-17.394204,-66.16558,6455,2017-09-13 14:56:31+00:00,150794
UMTS,736,2,Entel,43401,13796098,-17.389297485352,-66.174087524414,1000,2016-08-24 05:22:40+00:00,150793
UMTS,736,2,Entel,43401,13795821,-17.393586,-66.168454,1000,2017-05-12 22:16:45+00:00,150792
UMTS,736,2,Entel,43401,13795922,-17.376938,-66.140671,1000,2016-10-02 12:02:47+00:00,150791
UMTS,736,2,Entel,43401,13795829,-17.390307,-66.165727,2636,2017-05-02 00:01:31+00:00,150790
UMTS,736,2,Entel,43401,13785810,-17.393417358398,-66.156234741211,1000,2016-01-14 16:49:08+00:00,150789
UMTS,736,2,Entel,43401,13795626,-17.393417358398,-66.145248413086,1000,2015-11-08 13:35:27+00:00,150788
UMTS,736,2,Entel,43401,13795694,-17.381057739258,-66.164474487305,1000,2016-08-18 14:03:41+00:00,150787
UMTS,736,2,Entel,43401,13795632,-17.392044,-66.149826,1000,2017-01-31 19:06:05+00:00,150786
UMTS,736,2,Entel,43401,13795579,-17.394790649414,-66.158981323242,1000,2016-02-24 08:57:10+00:00,150785
UMTS,736,2,Entel,43401,13796997,-17.377285,-66.153782,1000,2017-04-18 18:30:00+00:00,150784
UMTS,736,2,Entel,43401,13796692,-17.377853,-66.149368,1000,2017-04-03 08:36:44+00:00,150783
UMTS,736,2,Entel,43401,13796306,-17.394790649414,-66.154861450195,1000,2017-04-06 06:09:59+00:00,150782
UMTS,736,2,Entel,43401,13796317,-17.378311157227,-66.152114868164,1000,2015-09-23 11:32:27+00:00,150781
UMTS,736,2,Entel,43401,13796255,-17.390402,-66.154194,1000,2017-05-02 20:44:11+00:00,150780
UMTS,736,2,Entel,43401,13796437,-17.382431030273,-66.172714233398,1000,2015-10-25 04:30:49+00:00,150779
UMTS,736,2,Entel,43401,13796439,-17.376658,-66.172252,2491,2017-09-24 01:43:34+00:00,150778
UMTS,736,2,Entel,43401,13796303,-17.395165,-66.155994,1000,2017-05-02 22:36:36+00:00,150777
UMTS,736,2,Entel,43401,13796388,-17.390670776367,-66.145248413086,1000,2015-11-08 13:35:27+00:00,150776
UMTS,736,2,Entel,43401,13796386,-17.387532,-66.145052,1000,2017-03-26 05:19:27+00:00,150775
UMTS,736,2,Entel,43401,13796382,-17.392044067383,-66.14387512207,1000,2016-09-01 20:55:19+00:00,150774
UMTS,736,2,Entel,43401,13796309,-17.395257,-66.156184,1000,2017-05-04 13:54:44+00:00,150773
UMTS,736,2,Entel,43401,13796019,-17.385177612305,-66.15348815918,1000,2016-03-30 14:42:47+00:00,150772
UMTS,736,2,Entel,43401,13796018,-17.388513,-66.149368,1000,2017-02-02 18:26:52+00:00,150771
UMTS,736,2,Entel,43401,13795934,-17.38655090332,-66.163101196289,1000,2016-01-24 18:25:42+00:00,150770
UMTS,736,2,Entel,43401,13796017,-17.384693,-66.148172,1000,2017-09-27 15:29:42+00:00,150769
UMTS,736,2,Entel,43401,13795823,-17.394791,-66.171341,1000,2017-04-06 06:09:54+00:00,150768
UMTS,736,2,Entel,43401,13795811,-17.394447,-66.149712,1000,2017-04-07 16:48:11+00:00,150767
UMTS,736,2,Entel,43401,13785820,-17.392844,-66.155599,1000,2017-05-03 00:14:10+00:00,150766
UMTS,736,2,Entel,43401,13795633,-17.391271,-66.153653,1000,2017-09-19 17:13:45+00:00,150765
UMTS,736,2,Entel,43401,13795638,-17.392044067383,-66.149368286133,1000,2017-01-31 19:07:27+00:00,150764
UMTS,736,2,Entel,43401,13795571,-17.391772,-66.158394,1000,2017-09-20 05:04:09+00:00,150763
UMTS,736,2,Entel,43401,13795693,-17.381057739258,-66.169967651367,1000,2016-01-02 10:38:16+00:00,150762
UMTS,736,2,Entel,43401,13785620,-17.389112,-66.154073,2805,2017-05-09 16:41:56+00:00,150761
UMTS,736,2,Entel,43401,13796553,-17.382792,-66.1626,1000,2017-05-02 23:52:57+00:00,150760
UMTS,736,2,Entel,43401,13796698,-17.380371,-66.143875,1000,2016-08-27 08:33:00+00:00,150759
UMTS,736,2,Entel,43401,13796699,-17.376937866211,-66.15348815918,1000,2016-01-31 21:27:00+00:00,150758
UMTS,736,2,Entel,43401,13799607,-17.37648,-66.140213,1000,2016-05-17 22:28:58+00:00,150757
UMTS,736,2,Entel,43401,13796596,-17.389728,-66.151665,2574,2017-05-14 23:07:54+00:00,150756
UMTS,736,2,Entel,43401,13796551,-17.381057739258,-66.160354614258,1000,2016-08-16 09:52:57+00:00,150755
UMTS,736,2,Entel,43401,13796559,-17.382431,-66.161853,1000,2016-11-25 22:29:37+00:00,150754
UMTS,736,2,Entel,43401,13796242,-17.377078,-66.156424,2003,2017-05-08 01:44:23+00:00,150753
UMTS,736,2,Entel,43401,13796258,-17.394029,-66.155827,1169,2017-04-18 18:30:00+00:00,150752
UMTS,736,2,Entel,43401,13796387,-17.387434,-66.142342,1000,2017-09-23 20:31:58+00:00,150751
UMTS,736,2,Entel,43401,13796252,-17.390671,-66.153831,1000,2017-02-11 19:48:01+00:00,150750
UMTS,736,2,Entel,43401,13796438,-17.386809,-66.169458,1000,2017-05-07 03:01:00+00:00,150749
UMTS,736,2,Entel,43401,13796313,-17.380534,-66.158682,4536,2017-09-25 00:25:02+00:00,150748
UMTS,736,2,Entel,43401,13796381,-17.385864,-66.143875,1000,2016-07-21 18:39:08+00:00,150747
UMTS,736,2,Entel,43401,13796259,-17.377068,-66.168672,3833,2017-09-26 18:31:08+00:00,150746
UMTS,736,2,Entel,43401,13795968,-17.391225,-66.156516,7321,2017-05-02 16:33:35+00:00,150745
UMTS,736,2,Entel,43401,13795949,-17.385177612305,-66.158981323242,1000,2015-10-27 14:39:12+00:00,150744
UMTS,736,2,Entel,43401,13795944,-17.383804321289,-66.156234741211,1000,2015-10-27 14:39:12+00:00,150743
UMTS,736,2,Entel,43401,13795699,-17.381057739258,-66.171340942383,1000,2016-11-12 06:52:06+00:00,150742
UMTS,736,2,Entel,43401,13795705,-17.383804,-66.15303,1000,2016-05-18 11:15:43+00:00,150741
UMTS,736,2,Entel,43401,13795697,-17.381057739258,-66.164474487305,1000,2016-03-28 16:37:06+00:00,150740
UMTS,736,2,Entel,43401,13795574,-17.386057,-66.149919,3361,2017-05-15 15:07:53+00:00,150739
UMTS,736,2,Entel,43401,13785990,-17.390670776367,-66.15348815918,1000,2017-04-07 06:32:02+00:00,150738
UMTS,736,2,Entel,43401,13795631,-17.390670776367,-66.147994995117,1000,2017-03-26 05:19:27+00:00,150737
UMTS,736,2,Entel,43401,13795639,-17.392044067383,-66.152114868164,1000,2017-04-07 06:32:02+00:00,150736
UMTS,736,2,Entel,43401,13795627,-17.393034,-66.138443,1000,2017-09-25 00:50:23+00:00,150735
UMTS,736,2,Entel,43401,13763297,-17.382431030273,-66.163101196289,1000,2015-11-21 21:38:36+00:00,150734
UMTS,736,2,Entel,43401,13796556,-17.382431030273,-66.163101196289,1000,2016-05-30 05:30:53+00:00,150733
UMTS,736,2,Entel,43401,13796583,-17.391631,-66.16271,2930,2017-05-04 01:14:18+00:00,150732
UMTS,736,2,Entel,43401,13796888,-17.392279,-66.166015,2069,2017-09-17 23:19:23+00:00,150731
UMTS,736,2,Entel,43401,13796558,-17.382431030273,-66.156234741211,1000,2015-11-14 19:48:58+00:00,150730
UMTS,736,2,Entel,43401,13796315,-17.38229,-66.151789,1000,2017-09-19 21:46:58+00:00,150729
UMTS,736,2,Entel,43401,13796257,-17.389297485352,-66.152114868164,1000,2016-08-11 20:28:34+00:00,150728
UMTS,736,2,Entel,43401,13796012,-17.387924194336,-66.150741577148,1000,2017-01-09 20:53:17+00:00,150727
UMTS,736,2,Entel,43401,13795946,-17.385177612305,-66.158981323242,1000,2015-10-27 14:39:12+00:00,150726
UMTS,736,2,Entel,43401,13795928,-17.376937866211,-66.141128540039,1000,2015-10-03 08:39:24+00:00,150725
UMTS,736,2,Entel,43401,13795966,-17.378136,-66.164426,1000,2017-05-03 18:56:37+00:00,150724
UMTS,736,2,Entel,43401,13795696,-17.379684448242,-66.169967651367,1000,2016-01-02 10:38:16+00:00,150723
UMTS,736,2,Entel,43401,13795887,-17.376937866211,-66.172714233398,1000,2015-10-24 21:52:01+00:00,150722
UMTS,736,2,Entel,43401,13795925,-17.378436,-66.142696,1000,2017-09-25 22:34:57+00:00,150721
UMTS,736,2,Entel,43401,13795691,-17.381744,-66.164474,1000,2016-03-28 16:37:50+00:00,150720
UMTS,736,2,Entel,43401,13795692,-17.385177612305,-66.167221069336,1000,2016-02-08 18:09:15+00:00,150719
UMTS,736,2,Entel,43401,13795621,-17.391586,-66.13884,1000,2016-04-19 18:24:57+00:00,150718
UMTS,736,2,Entel,43401,13786650,-17.382431030273,-66.157608032227,1000,2016-03-16 04:01:03+00:00,150717
UMTS,736,2,Entel,43401,13762960,-17.390670776367,-66.149368286133,1000,2015-12-11 13:31:17+00:00,150716
UMTS,736,2,Entel,43401,13796542,-17.394790649414,-66.163101196289,1000,2016-02-08 14:32:31+00:00,150715
UMTS,736,2,Entel,43401,13796546,-17.393434,-66.166027,1000,2017-09-19 15:55:44+00:00,150714
UMTS,736,2,Entel,43401,13796251,-17.387924,-66.152802,1000,2016-07-07 14:19:47+00:00,150713
UMTS,736,2,Entel,43401,13796307,-17.393417,-66.15303,1000,2016-09-01 20:55:19+00:00,150712
UMTS,736,2,Entel,43401,13796541,-17.392731,-66.161728,1000,2016-11-26 13:56:58+00:00,150711
UMTS,736,2,Entel,43401,13795935,-17.382695,-66.160023,1000,2017-05-13 23:17:54+00:00,150710
UMTS,736,2,Entel,43401,13795936,-17.389984,-66.162415,1000,2016-03-31 10:25:14+00:00,150709
UMTS,736,2,Entel,43401,13795932,-17.386114,-66.159991,1420,2017-09-13 22:19:00+00:00,150708
UMTS,736,2,Entel,43401,13795969,-17.379191,-66.165996,2640,2017-05-03 23:36:38+00:00,150707
UMTS,736,2,Entel,43401,13795947,-17.382431030273,-66.156234741211,1000,2016-03-30 14:42:47+00:00,150706
UMTS,736,2,Entel,43401,13795938,-17.389297485352,-66.160354614258,1000,2016-04-23 21:10:23+00:00,150705
UMTS,736,2,Entel,43401,13796092,-17.387924194336,-66.174087524414,1000,2015-11-05 05:40:07+00:00,150704
UMTS,736,2,Entel,43401,13795695,-17.382431030273,-66.16584777832,1000,2015-10-27 14:39:19+00:00,150703
UMTS,736,2,Entel,43401,13786680,-17.379684,-66.156921,1000,2016-07-26 14:25:45+00:00,150702
UMTS,736,2,Entel,43401,13786640,-17.383886,-66.161023,1000,2017-09-20 04:15:18+00:00,150701
UMTS,736,2,Entel,43401,13795634,-17.38755,-66.146021,1281,2017-05-12 22:41:08+00:00,150700
UMTS,736,2,Entel,43401,13786660,-17.381701,-66.162808,1000,2017-09-20 04:14:56+00:00,150699
UMTS,736,2,Entel,43401,13795637,-17.391495,-66.147995,1000,2017-02-02 18:26:52+00:00,150698
UMTS,736,2,Entel,43401,13795635,-17.392044067383,-66.150741577148,1000,2016-09-14 13:07:19+00:00,150697
UMTS,736,2,Entel,43400,5280403,-17.389297485352,-66.146621704102,1000,2015-04-23 04:53:28+00:00,150696
UMTS,736,2,Entel,43401,13762693,-17.394790649414,-66.158981323242,1000,2015-08-18 07:43:08+00:00,150695
UMTS,736,2,Entel,43401,13799603,-17.381057739258,-66.146621704102,1000,2016-01-31 21:27:00+00:00,150694
UMTS,736,2,Entel,43401,13796552,-17.382431030273,-66.156234741211,1000,2016-08-16 09:52:57+00:00,150693
UMTS,736,2,Entel,43401,13796305,-17.394790649414,-66.156234741211,1000,2016-01-27 12:59:55+00:00,150692
UMTS,736,2,Entel,43401,13796432,-17.387924194336,-66.169967651367,1000,2017-03-09 13:23:42+00:00,150691
UMTS,736,2,Entel,43401,13796383,-17.387924,-66.144974,1000,2016-10-16 08:59:34+00:00,150690
UMTS,736,2,Entel,43401,13796312,-17.381537,-66.151665,1000,2017-09-19 21:43:25+00:00,150689
UMTS,736,2,Entel,43401,13796433,-17.380879,-66.172707,1000,2017-09-20 04:12:48+00:00,150688
UMTS,736,2,Entel,43401,13796311,-17.378311157227,-66.147994995117,1000,2015-09-11 08:53:40+00:00,150687
UMTS,736,2,Entel,43401,13796319,-17.379939,-66.149876,1443,2017-09-15 00:35:21+00:00,150686
UMTS,736,2,Entel,43401,13796011,-17.384004,-66.1483,1000,2017-09-15 01:41:34+00:00,150685
UMTS,736,2,Entel,43401,13795943,-17.385177612305,-66.158981323242,1000,2015-10-31 17:25:50+00:00,150684
UMTS,736,2,Entel,43401,13795941,-17.385177612305,-66.154861450195,1000,2015-11-23 09:29:20+00:00,150683
UMTS,736,2,Entel,43401,13796095,-17.388892,-66.172989,1000,2017-05-07 15:54:32+00:00,150682
UMTS,736,2,Entel,43401,13795882,-17.381057739258,-66.174087524414,1000,2016-01-02 10:38:16+00:00,150681
UMTS,736,2,Entel,43401,13795817,-17.393875,-66.148911,1000,2016-09-14 13:06:38+00:00,150680
UMTS,736,2,Entel,43401,13795576,-17.393417358398,-66.158981323242,1000,2016-09-05 08:24:22+00:00,150679
UMTS,736,2,Entel,43401,13786030,-17.38596,-66.158834,1000,2017-09-20 04:15:10+00:00,150678
UMTS,736,2,Entel,43401,13785640,-17.394104,-66.158295,1000,2016-08-16 09:52:57+00:00,150677
UMTS,736,2,Entel,43401,13795629,-17.393086,-66.1516,1000,2017-09-20 01:33:38+00:00,150676
UMTS,736,2,Entel,43401,13762921,-17.393417358398,-66.157608032227,1000,2015-08-18 07:43:08+00:00,150675
UMTS,736,2,Entel,43401,13762722,-17.390670776367,-66.150741577148,1000,2015-07-18 20:29:39+00:00,150674
UMTS,736,2,Entel,35241,13795943,-17.383804321289,-66.158981323242,1000,2015-10-30 05:35:51+00:00,150673
UMTS,736,2,Entel,35241,13795938,-17.389297485352,-66.160354614258,1000,2015-10-27 21:14:19+00:00,150672
UMTS,736,2,Entel,43401,5276697,-17.392044067383,-66.158981323242,1000,2015-10-26 04:53:55+00:00,150671
UMTS,736,2,Entel,43401,13762965,-17.393417358398,-66.158981323242,1000,2015-07-18 20:32:37+00:00,150670
LTE,736,3,Tigo,27461,20493318,-17.388507,-66.143073,3582,2017-09-20 22:17:01+00:00,150669
LTE,736,3,Tigo,27461,20482051,-17.377186,-66.157928,1422,2017-09-27 23:13:00+00:00,150668
LTE,736,3,Tigo,27461,20486915,-17.385355,-66.175476,1041,2017-09-27 02:56:36+00:00,150667
LTE,736,3,Tigo,27461,20490246,-17.390232,-66.159885,2992,2017-09-17 14:18:52+00:00,150666
LTE,736,3,Tigo,27461,20500738,-17.377459,-66.14815,1518,2017-09-18 06:25:21+00:00,150665
LTE,736,3,Tigo,27461,20493316,-17.383281,-66.149721,2207,2017-09-27 19:54:21+00:00,150664
LTE,736,3,Tigo,27461,20487173,-17.378616,-66.143524,3704,2017-09-18 16:13:18+00:00,150663
LTE,736,3,Tigo,27461,20483074,-17.381745,-66.167221,2198,2016-03-27 00:18:57+00:00,150662
LTE,736,3,Tigo,27461,20488961,-17.380043,-66.151047,4413,2017-05-14 21:52:02+00:00,150661
LTE,736,2,Entel,44401,10240006,-17.395275,-66.160236,1000,2019-06-08 00:44:05+00:00,150660
LTE,736,1,Viva,21000,3094531,-17.381057739258,-66.146621704102,1000,2015-10-17 07:50:46+00:00,150659
LTE,736,3,Tigo,27461,20497156,-17.384486,-66.153615,2010,2017-09-27 18:38:57+00:00,150658
LTE,736,3,Tigo,27461,20500737,-17.379977,-66.138455,1000,2017-04-18 18:30:00+00:00,150657
LTE,736,3,Tigo,27461,20494852,-17.379825,-66.160609,1710,2017-09-27 23:13:26+00:00,150656
LTE,736,3,Tigo,27461,20497157,-17.390063,-66.157773,1000,2017-09-27 17:20:54+00:00,150655
LTE,736,3,Tigo,27461,20482049,-17.377014,-66.152684,3037,2017-09-27 22:55:22+00:00,150654
LTE,736,1,Viva,21000,3096065,-17.380086,-66.171512,2727,2017-09-24 05:55:18+00:00,150653
LTE,736,1,Viva,21000,3086081,-17.389297,-66.152802,1000,2016-09-18 09:57:51+00:00,150652
LTE,736,3,Tigo,27461,20494853,-17.383858,-66.173782,2322,2017-09-27 03:57:27+00:00,150651
LTE,736,3,Tigo,27460,20495108,-17.386225,-66.165119,4535,2017-09-22 19:13:13+00:00,150650
